"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL603096"	""	"None"	"340.81"	"0"	"4.89"	"46"	"Cc1ccc(-c2noc(C)c2C(=O)N(C)c2ccc(Cl)cc2)cc1"	"EC50"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1073135"	"Agonist activity at human TGR5 receptor expressed in human U2-OS cells assessed as changes in response to cAMP level by MRE/CRE-driven luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"U2OS"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156896"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"CHEMBL3307757"	""	""	""
"CHEMBL205596"	"CHOLIC ACID"	"4.0"	"408.58"	"0"	"3.45"	"CA"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C"	"EC50"	"'>'"	"150000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3766233"	"Agonist activity at VDR-LBD (unknown origin) expressed in Escherichia coli assessed as SRC2-3 coactivator peptide recruitment after 30 mins by fluorescence polarization assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1977"	"Vitamin D receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3763103"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"None"	""	""	""
"CHEMBL260735"	""	"None"	"390.61"	"1"	"5.60"	"LCME"	"COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'>'"	"150000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3766235"	"Agonist activity at VP16 tagged-VDR-LBD (unknown origin) expressed in HEK293T cells assessed as SRC1 coactivator peptide recruitment after 16 hrs by luciferase reporter gene based two hybrid assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK-293T"	"None"	""	""	""	"CHEMBL1977"	"Vitamin D receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3763103"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"CHEMBL3706569"	""	""	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"E2"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	"'='"	"1.05"	"nM"	"8.98"	""	""	"UO_0000065"	"32.96"	"0.61"	"5.37"	"22.19"	"1"	"CHEMBL2384639"	"Agonist activity at human estrogen receptor-beta by yeast two-hybrid assay in presence of SRC1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL242"	"Estrogen receptor beta"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2380210"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"Prednisolone"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"4.5"	"nM"	"8.35"	""	""	"UO_0000065"	"23.16"	"0.44"	"6.79"	"8.80"	"1"	"CHEMBL894568"	"Activity at human glucocorticoid receptor in human A549 cells assessed as repression of human IL6"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A549"	"None"	""	""	""	"CHEMBL2034"	"Glucocorticoid receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3307651"	""	""	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"Pred"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"19.0"	"nM"	"7.72"	""	""	"UO_0000065"	"21.42"	"0.41"	"6.16"	"8.14"	"0"	"CHEMBL1912091"	"Transactivation activity of glucocorticoid receptor in HFF assessed as induction of aromatase activity by measuring beta-estradiol activity after 18 to 24 hrs by ELISA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2034"	"Glucocorticoid receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909618"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""	""
"CHEMBL2336225"	""	"None"	"445.35"	"1"	"5.59"	"14d"	"Cc1nn(C)c(Oc2cccc(Cl)c2Cl)c1C(=O)N1CCCCC1c1ccncc1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2343387"	"Agonist activity at human TGR5 receptor in CHO cells assessed as elevation of cAMP level by uninduced cAMP detection method in absence of doxycycline"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331106"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL2336235"	""	"None"	"405.29"	"0"	"4.49"	"19e"	"Cc1nn(C)c(Oc2cccc(Cl)c2Cl)c1C(=O)N(C)Cc1cccnc1"	"EC50"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2343388"	"Agonist activity at doxycycline-promoter regulated overexpressed human TGR5 receptor in CHO cells assessed as elevation of cAMP level by induced-cAMP assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331106"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"3, prednisolone"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL693435"	"Effective concentration of compound for transcriptional activation of PGE-2 in Human cell native protein assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Cell line"	"None"	""	""	""	"CHEMBL614840"	"Cell line"	"Homo sapiens"	"CELL-LINE"	"CHEMBL1147494"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"CHEMBL3308571"	""	""	""
"CHEMBL23236"	"BETULIN"	"None"	"442.73"	"1"	"7.00"	"Betulin"	"C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"20600.0"	"nM"	"4.69"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3586828"	"Cytotoxicity against human A549 cells by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A549"	"None"	""	""	""	"CHEMBL392"	"A549"	"Homo sapiens"	"CELL-LINE"	"CHEMBL3585269"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2015"	"CHEMBL3307651"	""	""	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"2, pred"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"89.0"	"nM"	"7.05"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1914174"	"Antiinflammatory activity in human whole blood assessed as inhibition of LPS-induced TNFalpha production after overnight incubation by ELISA"	"F"	"BAO_0000221"	"tissue-based format"	"Homo sapiens"	"CHEMBL3638178"	"Blood"	"None"	"None"	""	""	""	"CHEMBL613416"	"Blood"	"Homo sapiens"	"TISSUE"	"CHEMBL1909630"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""	""	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"1"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"13.6"	"nM"	"7.87"	""	""	"UO_0000065"	"21.82"	"0.41"	"6.31"	"8.30"	"0"	"CHEMBL1019342"	"Transrepression activity at GR in IL-1-beta-stimulated human A549 cells assessed as inhibition of NF-kappaB-dependent E-selectin transcription by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A549"	"None"	""	""	""	"CHEMBL2034"	"Glucocorticoid receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138590"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"CHEMBL3307651"	""	""	""
"CHEMBL2336234"	""	"None"	"447.37"	"1"	"5.66"	"19d"	"CCC(C)N(Cc1cccnc1)C(=O)c1c(C)nn(C)c1Oc1cccc(Cl)c1Cl"	"EC50"	"'='"	"70.0"	"nM"	"7.16"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2343387"	"Agonist activity at human TGR5 receptor in CHO cells assessed as elevation of cAMP level by uninduced cAMP detection method in absence of doxycycline"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331106"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL2336211"	""	"None"	"445.35"	"1"	"5.59"	"13d"	"Cc1nn(C)c(Oc2cccc(Cl)c2Cl)c1C(=O)N1CCCCC1c1cccnc1"	"EC50"	"'='"	"231.0"	"nM"	"6.64"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2343387"	"Agonist activity at human TGR5 receptor in CHO cells assessed as elevation of cAMP level by uninduced cAMP detection method in absence of doxycycline"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331106"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL244783"	""	"None"	"406.61"	"0"	"4.72"	"7a"	"C[C@H](C[C@H](C)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL895769"	"Agonist activity at human FXR expressed in COS1 cells after 5 hrs by CRE-driven luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148757"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"CHEMBL3308351"	""	""	""
"CHEMBL205596"	"CHOLIC ACID"	"4.0"	"408.58"	"0"	"3.45"	"5, CA"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C"	"EC50"	"'='"	"13600.0"	"nM"	"4.87"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL949256"	"Agonist activity at human TGR5 expressed in CHO cells by luciferase assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144009"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"CHEMBL3308072"	""	""	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"E2"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	"'='"	"0.9"	"nM"	"9.05"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1943781"	"Agonist activity at estrogen receptor in human Ishikawa cells assessed as increase of alkaline phosphatase level after 3 days using P-nitrophenyl phosphate as substrate"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Ishikawa"	"None"	""	""	""	"CHEMBL612545"	"Unchecked"	""	"UNCHECKED"	"CHEMBL1938377"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"CHEMBL3307675"	""	""	""
"CHEMBL2407931"	""	"None"	"457.57"	"1"	"5.40"	"(S)-29"	"Cc1cc(/C(C[C@@H](c2ccc(N3CCC(C(=O)O)CC3)cc2)c2ccccc2C)=N/O)ccn1"	"EC50"	"'='"	"750.0"	"nM"	"6.12"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2410507"	"Agonist activity at GPBAR1 in human NCI-H716 cells assessed as stimulation of cAMP production"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"NCI-H716"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2406956"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308297"	""	""	""
"CHEMBL2407932"	""	"None"	"466.54"	"1"	"5.46"	"(R)-31"	"Cc1ccccc1[C@H](C/C(=N\O)c1ccc(=O)n(C)c1)c1ccc(-c2ccc(C(=O)O)cc2)cc1"	"EC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2410507"	"Agonist activity at GPBAR1 in human NCI-H716 cells assessed as stimulation of cAMP production"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"NCI-H716"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2406956"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3308297"	""	""	""
"CHEMBL269277"	"BETULINIC ACID"	"1.0"	"456.71"	"1"	"7.09"	"1"	"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"1400.0"	"nM"	"5.85"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL683261"	"Toxic concentration on HIV-1 mock infected H9 lymphocyte cells"	"T"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"H9"	"None"	""	""	""	"CHEMBL614806"	"H9"	"Homo sapiens"	"CELL-LINE"	"CHEMBL1129502"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"CHEMBL3308402"	""	""	""
"CHEMBL4082345"	""	"None"	"404.42"	"0"	"4.38"	"Scheme1 R1C1"	"CCn1c(=O)c2ccccc2n2c(SCc3ccc(C(F)(F)F)cc3)nnc12"	"EC50"	"'='"	"1310.0"	"nM"	"5.88"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4051946"	"Agonist activity at human TGR5 transfected in HEK293 cells assessed as cAMP accumulation after overnight incubation by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4049444"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"CHEMBL3307715"	""	""	""
"CHEMBL335062"	"ANDROSTANDIOL"	"None"	"292.46"	"0"	"3.75"	"40"	"C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL710197"	"Growth response in cultures of MCF-7 (human breast cancer cell line) cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"MCF7"	"None"	""	""	""	"CHEMBL387"	"MCF7"	"Homo sapiens"	"CELL-LINE"	"CHEMBL1130222"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"CHEMBL3308403"	""	""	""
"CHEMBL3342086"	""	"None"	"392.62"	"0"	"4.63"	"30, NorECDCOH"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCO)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	"14.52"	"0.28"	"1.07"	"9.39"	"0"	"CHEMBL3376491"	"Agonist activity at FXR (unknown origin) expressed in human HepG2 cells assessed as receptor transactivation at 100 nM to 50 uM incubated for 16 hrs by FXR response element driven HSP27-TK-luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351323"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3307718"	""	""	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"1b"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"16.0"	"nM"	"7.80"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL911055"	"Activation of MMTV in HeLa cells measured by luciferase activity"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HeLa"	"None"	""	""	""	"CHEMBL399"	"HeLa"	"Homo sapiens"	"CELL-LINE"	"CHEMBL1138857"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"CHEMBL3308376"	""	""	""
"CHEMBL135"	"ESTRADIOL"	"4.0"	"272.39"	"0"	"3.61"	"Estradiol"	"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"	"EC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL4371244"	"Antagonist activity at estrogen receptor beta (unknown origin) assessed as inhibition of estradiol-induced response after 22 hrs by cell-based luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL242"	"Estrogen receptor beta"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4371004"	"1"	"Scientific Literature"	"J Med Chem"	"2018"	"None"	""	""	""
"CHEMBL240597"	"CHENODIOL"	"4.0"	"392.58"	"0"	"4.48"	"1 (CDCA)"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"8660.0"	"nM"	"5.06"	""	""	"UO_0000065"	"12.90"	"0.25"	"0.58"	"6.51"	"0"	"CHEMBL682033"	"Effective concentration against Farnesoid X receptor (FXR)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135586"	"1"	"Scientific Literature"	"J Med Chem"	"2002"	"None"	""	""	""
"CHEMBL80460"	"PLATANIC ACID"	"None"	"458.68"	"1"	"6.10"	"3"	"CC(=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'>'"	"50000000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL759491"	"Cytotoxicity of compound against human prostate adenocarcinoma (PC3) using SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"CHEMBL3638250"	"Prostate gland"	"PC-3"	"None"	""	""	""	"CHEMBL390"	"PC-3"	"Homo sapiens"	"CELL-LINE"	"CHEMBL1133949"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3307570"	""	""	""
"CHEMBL590495"	""	"None"	"498.60"	"1"	"6.41"	"23"	"Cc1onc(-c2ccccc2Cl)c1C(=O)N(C)c1cc(Br)c(C)c(Br)c1"	"EC50"	"'='"	"12.59"	"nM"	"7.90"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1073135"	"Agonist activity at human TGR5 receptor expressed in human U2-OS cells assessed as changes in response to cAMP level by MRE/CRE-driven luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"U2OS"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156896"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"CHEMBL3307757"	""	""	""
"CHEMBL575966"	""	"None"	"361.23"	"1"	"5.23"	"6"	"Cc1onc(-c2ccccc2Cl)c1C(=O)N(C)c1ccc(Cl)cc1"	"EC50"	"'='"	"158.49"	"nM"	"6.80"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1040510"	"Agonist activity at TGR5 expressed in human U2-OS cells assessed as increase in MRE/CRE-driven gene expression by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"U2OS"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1154698"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"CHEMBL3307757"	""	""	""
"CHEMBL583110"	""	"None"	"375.26"	"1"	"5.62"	"1"	"CCN(C(=O)c1c(-c2ccccc2Cl)noc1C)c1cccc(Cl)c1"	"EC50"	"'>'"	"25118.86"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1040512"	"Increase in MRE/CRE-driven gene expression in human U2OS cells by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"U2OS"	"None"	""	""	""	"CHEMBL615023"	"U2OS"	"Homo sapiens"	"CELL-LINE"	"CHEMBL1154698"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"CHEMBL3307757"	""	""	""
"CHEMBL240597"	"CHENODIOL"	"4.0"	"392.58"	"0"	"4.48"	"CDCA"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"27000.0"	"nM"	"4.57"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL892388"	"Agonistic activity at FXR in HEK293 cells by GAL4 transactivation activity"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147183"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2007"	"CHEMBL3307715"	""	""	""
"CHEMBL169"	"URSOLIC ACID"	"2.0"	"456.71"	"1"	"7.09"	"SID26725260"	"C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12"	"EC50"	"'='"	"1790.0"	"nM"	"5.75"	""	"Active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1614064"	"PUBCHEM_BIOASSAY: Luminescence Microorganism-Based Dose Confirmation HTS to Identify Inhibitors of Streptokinase Promotor Activity. (Class of assay: confirmatory) [Related pubchem assays: 1677 (Project Summary), 1662 (Primary HTS)]"	"F"	"BAO_0000019"	"assay format"	"Streptococcus pyogenes M1 GAS"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1293228"	"Streptokinase A"	"Streptococcus pyogenes serotype M1"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""	""	""
"CHEMBL409510"	""	"None"	"404.59"	"0"	"4.33"	"34, 22R,23R-CCDCA"	"C[C@H]([C@H]1C[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"75700.0"	"nM"	"4.12"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL949256"	"Agonist activity at human TGR5 expressed in CHO cells by luciferase assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144009"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"CHEMBL3308072"	""	""	""
